ShuttleLocation,ShuttleType,EngineType,EngineVendor,Engines,PassengerCapacity,CancellationPolicy,Crew,DCheckComplete,MoonClearanceComplete,Price,CompanyId,ShuttleId,ReviewScoresRating,ReviewScoresComfort,ReviewScoresAmenities,ReviewScoresTrip,ReviewScoresCrew,ReviewScoresLocation,ReviewScoresPrice,NumberOfReviews,ReviewsPerMonth,Id,CompanyRating,CompanyLocation,TotalFleetCount,IataApproved
Nicaragua,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2690,24033,57060,100,10,10,9,10,10,10,5,0.42,24033,1,Uganda,45,False
Barbados,Type V5,Plasma,ThetaBase Services,3,10,flexible,5,False,False,4120,33823,23140,80,6,8,10,6,10,10,1,0.09,33823,0.78,France,17,True
Uzbekistan,Type F5,Quantum,ThetaBase Services,1,3,strict,1,False,False,1195,44218,30118,67,7,7,7,8,9,7,4,0.5,44218,1,Kiribati,3,False
Rwanda,Type G0,Plasma,ThetaBase Services,2,5,strict,2,True,False,3028,37646,49359,100,9,10,9,10,10,9,4,0.39,37646,1,Estonia,60,False
Barbados,Type O3,Quantum,ThetaBase Services,1,2,strict,1,False,False,1780,41518,18092,84,8,9,8,8,8,9,5,0.9,41518,1,Montserrat,13,True
Barbados,Type O3,Quantum,ThetaBase Services,1,3,strict,1,True,False,1585,41518,27863,97,10,10,10,10,10,9,22,2.2,41518,1,Montserrat,13,True
Barbados,Type O3,Quantum,ThetaBase Services,1,3,strict,1,True,False,1520,41518,43388,97,10,10,10,10,10,9,34,3.05,41518,1,Montserrat,13,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,True,False,2300,25239,71460,98,10,10,9,10,10,9,9,1.08,25239,1,Cape Verde,1,False
Costa Rica,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1325,4816,54572,97,10,10,10,10,9,10,14,1.21,4816,0.9,Somalia,3,False
Malta,Type V2,Plasma,ThetaBase Services,6,10,moderate,6,True,False,5030,18077,11924,100,10,10,10,10,10,10,2,0.24,18077,1,Sao Tome and Principe,139,False
United Kingdom,Type V5,Plasma,ThetaBase Services,3,6,flexible,4,True,False,2131,37483,23880,98,10,9,10,10,9,10,22,1.94,37483,1,Gibraltar,3,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2040,28828,33524,80,8,10,10,10,8,8,2,0.18,28828,1,Isle of Man,198,True
Micronesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,3340,12164,39132,100,10,9,10,10,10,10,3,0.26,12164,1,Nicaragua,8,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1377,4322,38340,73,9,7,10,9,9,9,9,0.86,4322,0.97,Tonga,32,False
Costa Rica,Type V5,Plasma,ThetaBase Services,2,5,strict,2,False,False,1910,4816,27248,87,10,8,9,9,9,9,12,1.05,4816,0.9,Somalia,3,False
Micronesia,Type V2,Plasma,ThetaBase Services,2,5,strict,2,True,False,7045,19958,20873,87,10,8,9,10,10,9,11,1.05,19958,1,Congo,40,True
Gambia,Type V2,Quantum,ThetaBase Services,1,3,moderate,1,False,False,1130,12357,65263,95,10,9,10,10,9,10,25,2.49,12357,1,Gambia,4,False
Malta,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,1585,27442,36567,98,10,10,10,10,9,10,49,4.5,27442,0.9,Solomon Islands,1,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1897,24117,59490,94,10,10,10,10,10,9,22,3.01,24117,1,Uzbekistan,1,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,2,strict,1,True,False,2170,5771,65857,79,9,9,10,9,10,8,18,1.74,5771,0.98,Vietnam,8,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,2,strict,1,True,False,2430,5771,16528,88,9,9,9,9,10,8,22,2.36,5771,0.98,Vietnam,8,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,2,strict,1,True,False,2560,5771,55610,90,9,9,9,9,10,9,21,1.83,5771,0.98,Vietnam,8,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2170,8225,20856,90,9,10,9,9,9,9,20,2.23,8225,0.95,Barbados,31,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,2690,24834,40553,100,10,10,10,10,10,10,24,4.71,24834,1,Maldives,1,True
Rwanda,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1260,40366,28860,95,10,10,10,10,9,9,20,2.03,40366,0.97,Micronesia,14,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1546,18557,31696,100,10,8,10,10,10,10,1,0.09,18557,0.67,Monaco,2,False
Barbados,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,8020,19811,36931,80,10,10,8,8,10,6,1,0.09,19811,0.9,Nicaragua,21,True
Uzbekistan,Type V5,Quantum,ThetaBase Services,0,4,flexible,1,True,False,1143,48257,45216,80,7,8,7,9,9,9,3,0.46,48257,1,Kiribati,5,True
Rwanda,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1260,40366,66306,93,9,9,10,10,10,10,19,1.84,40366,0.97,Micronesia,14,True
Rwanda,Type F5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1260,40366,52348,89,9,9,10,10,9,9,19,1.64,40366,0.97,Micronesia,14,True
Rwanda,Type F5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1260,40366,11974,85,9,9,10,10,9,9,22,2.08,40366,0.97,Micronesia,14,True
Malta,Type F5,Plasma,ThetaBase Services,4,8,moderate,4,True,False,2430,26485,41953,96,10,9,10,10,10,9,9,0.79,26485,1,Afghanistan,1,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,moderate,2,False,False,1780,33538,53865,96,10,10,10,10,10,9,5,0.47,33538,1,Isle of Man,1,False
Nicaragua,Type G0,Plasma,ThetaBase Services,1,3,strict,1,True,False,2872,37646,72327,98,9,10,10,10,10,10,8,0.7,37646,1,Estonia,60,False
Barbados,Type G0,Plasma,ThetaBase Services,1,3,strict,1,True,False,2872,37646,50205,71,7,9,8,7,9,8,10,0.96,37646,1,Estonia,60,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3,6,strict,3,False,False,2560,10149,68936,100,10,10,10,10,10,10,2,0.23,10149,1,Isle of Man,1,False
Micronesia,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,3210,18077,64748,100,10,10,10,10,10,9,3,0.83,18077,1,Sao Tome and Principe,139,False
Malta,Type V5,Plasma,ThetaBase Services,0,2,moderate,1,True,False,1650,18557,58891,91,9,8,9,9,10,9,9,0.82,18557,0.67,Monaco,2,False
Micronesia,Type G0,Plasma,ThetaBase Services,2,6,strict,4,True,False,5160,11567,40479,100,10,10,10,10,10,10,1,1,11567,1,Niger,31,True
Gambia,Type V7,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1910,44895,10986,98,10,10,10,10,10,10,13,1.82,44895,1,France,3,True
United Kingdom,Type V5,Quantum,ThetaBase Services,3,2,flexible,1,False,False,1650,41447,55869,97,10,10,10,10,10,10,6,0.81,41447,0,Andorra,3,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1455,41447,69286,98,10,10,10,10,9,10,11,0.97,41447,0,Andorra,3,False
Barbados,Type F5,Quantum,ThetaBase Services,2,2,strict,2,True,False,1585,6984,67462,90,9,9,10,10,10,9,66,5.74,6984,1,Suriname,9,False
Barbados,Type F5,Quantum,ThetaBase Services,1,3,strict,3,True,False,1715,6984,12348,87,9,9,9,9,10,9,62,5.45,6984,1,Suriname,9,False
El Salvador,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1520,3490,14729,90,10,8,10,10,10,10,6,0.75,3490,1,Papua New Guinea,1,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1455,41447,61904,98,9,9,10,10,9,10,13,1.7,41447,0,Andorra,3,False
Barbados,Type F5,Quantum,ThetaBase Services,1,3,strict,2,True,False,1585,6984,68468,84,9,9,10,10,10,9,56,4.94,6984,1,Suriname,9,False
Malta,Type N0,Nuclear,ThetaBase Services,1,1,flexible,4,False,False,1013,31805,36464,86,9,8,9,9,9,9,41,3.77,31805,0.99,Mauritania,20,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,6,moderate,3,True,False,2937,8225,3192,94,9,9,10,10,10,9,7,0.63,8225,0.95,Barbados,31,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,3470,19943,53364,80,9,7,10,10,8,7,3,1.34,19943,0.63,Isle of Man,34,False
Malta,Type N0,Quantum,ThetaBase Services,1,4,flexible,4,False,False,1455,31805,34555,85,9,8,9,9,9,8,44,3.94,31805,0.99,Mauritania,20,False
Gambia,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1364,31063,66547,100,10,10,10,10,10,10,2,0.32,31063,1,Gambia,1,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1247,46099,45632,83,9,8,9,9,9,9,56,5.25,46099,0.98,Uzbekistan,28,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1390,12390,56743,91,10,9,9,10,9,9,12,1.06,12390,0.86,Uzbekistan,3,False
Costa Rica,Type V2,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1325,6720,15640,98,10,10,10,10,10,10,13,1.22,6720,1,Micronesia,2,False
Barbados,Type F5,Quantum,ThetaBase Services,1,3,strict,3,True,False,1637,6984,7110,89,9,9,9,10,10,9,70,6.19,6984,1,Suriname,9,False
Barbados,Type V5,Plasma,ThetaBase Services,2,5,strict,3,False,False,5420,43428,41308,100,10,10,10,10,10,10,1,0.83,43428,0.73,Faroe Islands,9,True
Barbados,Type V5,Plasma,ThetaBase Services,3,7,strict,3,False,False,3730,43540,18772,100,10,10,10,10,10,10,1,0.09,43540,0.72,Bosnia and Herzegovina,25,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,3665,15707,38540,80,10,10,9,8,8,9,4,0.45,15707,1,Vietnam,4,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2,5,strict,2,False,False,1780,28828,11338,80,7,10,7,8,10,8,3,0.3,28828,1,Isle of Man,198,True
Isle of Man,Type E3,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1520,5721,69685,80,8,9,10,10,9,9,7,1.14,5721,1,Togo,1,False
United Kingdom,Type F1,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1650,9284,48437,99,10,10,10,10,10,10,41,4.01,9284,1,Nicaragua,4,False
United Kingdom,Type V2,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1780,21949,59645,93,10,9,10,10,10,9,18,1.68,21949,1,Monaco,1,True
Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,3041,24033,7104,93,10,10,10,10,10,10,8,0.72,24033,1,Uganda,45,False
Isle of Man,Type F5,Quantum,ThetaBase Services,1,1,strict,1,True,False,1091,20796,71897,99,10,10,10,10,9,10,36,3.33,20796,1,Togo,2,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2170,15004,5229,93,10,10,9,10,10,9,27,2.6,15004,1,Uzbekistan,88,False
Barbados,Type V5,Plasma,ThetaBase Services,1,3,strict,1,True,False,1910,3961,39499,93,10,10,10,10,9,9,24,2.21,3961,1,Fiji,8,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,8,strict,4,True,False,3470,15004,69988,93,10,10,8,10,10,9,16,1.9,15004,1,Uzbekistan,88,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,0,4,strict,2,True,False,2170,15004,15096,93,10,10,9,10,10,9,12,1.54,15004,1,Uzbekistan,88,False
Estonia,Type V5,Plasma,ThetaBase Services,0,4,strict,3,True,False,1650,44169,3171,90,10,9,10,10,9,9,9,0.88,44169,0.97,Portugal,39,False
Malta,Type V5,Quantum,ThetaBase Services,1,2,flexible,2,True,False,1520,41224,14017,99,10,10,10,10,10,10,19,1.99,41224,1,Mauritania,3,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,2651,48575,64065,100,10,8,10,10,10,8,1,0.23,48575,0.67,Jersey,3,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1832,6894,28248,60,6,6,6,6,5,5,2,0.18,6894,0.8,Estonia,47,True
United Kingdom,Type F1,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1520,9284,49645,97,10,10,10,10,10,10,58,5.42,9284,1,Nicaragua,4,False
United Kingdom,Type F1,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1650,9284,24539,97,10,10,10,10,10,10,51,4.69,9284,1,Nicaragua,4,False
Micronesia,Type V5,Quantum,ThetaBase Services,1,2,flexible,2,True,False,1884,48502,60551,92,9,9,10,10,10,9,83,7.76,48502,1,Nicaragua,11,True
Micronesia,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,2170,48502,41621,86,9,9,9,9,10,9,32,2.92,48502,1,Nicaragua,11,True
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2066,33564,28626,92,10,9,9,9,10,10,5,0.6,33564,1,Maldives,1,True
Barbados,Type F5,Plasma,ThetaBase Services,6,11,strict,9,False,False,8670,4330,41094,100,10,10,10,10,10,10,1,0.4,4330,0.94,Ukraine,60,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,2430,39353,27583,98,10,10,10,10,9,10,9,0.92,39353,1,Lithuania,2,True
Malta,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2495,9846,36219,96,10,10,10,10,10,9,61,6,9846,1,Indonesia,3,True
Nicaragua,Type V5,Quantum,ThetaBase Services,1,3,moderate,2,True,False,1325,33881,52098,99,10,10,10,10,10,10,37,3.7,33881,1,Djibouti,2,True
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1455,651,48134,98,10,10,10,10,10,10,25,2.55,651,1,Lebanon,4,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1312,17866,69393,100,8,8,10,10,10,8,1,0.11,17866,1,Tanzania,2,True
Niue,Type F5,Plasma,ThetaBase Services,2,6,strict,3,True,False,2170,23329,49850,98,10,10,10,10,10,10,10,1.05,23329,1,Niue,1,False
Barbados,Type V5,Plasma,ThetaBase Services,0,2,strict,1,True,False,2287,13184,38207,96,10,10,9,9,10,9,18,1.84,13184,1,Vietnam,7,False
Barbados,Type V5,Plasma,ThetaBase Services,2,8,strict,5,False,False,2950,23143,69907,92,9,9,10,10,10,10,10,0.91,23143,0.65,Bouvet Island (Bouvetoya),14,False
Malta,Type V5,Quantum,ThetaBase Services,1,7,flexible,4,False,False,1780,38873,14387,71,8,7,10,9,8,8,16,1.49,38873,1,Mauritania,4,False
Niue,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,True,False,1130,34046,55215,98,10,10,10,10,9,10,25,2.85,34046,0.9,Guinea,1,False
Niue,Type V5,Plasma,ThetaBase Services,1,4,strict,2,True,False,2040,3961,17160,91,9,10,10,9,10,9,28,2.64,3961,1,Fiji,8,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,strict,1,False,False,2183,9354,31889,96,10,10,10,10,10,10,5,0.48,9354,1,Spain,12,False
United Kingdom,Type V5,Plasma,ThetaBase Services,3,7,strict,3,False,False,3847,9354,2303,40,3,2,4,5,7,3,2,0.8,9354,1,Spain,12,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1429,8595,3283,100,10,10,10,10,10,10,8,0.81,8595,1,Lebanon,3,True
Malta,Type F5,Plasma,ThetaBase Services,2,4,moderate,3,False,False,1754,39765,53827,92,9,9,9,9,10,9,5,0.8,39765,1,United Kingdom,2,True
Anguilla,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1325,25659,51970,100,10,10,10,10,10,10,5,1.03,25659,1,United Kingdom,1,True
Marshall Islands,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,True,False,1650,3620,8597,96,10,10,10,10,9,10,5,0.61,3620,1,Russian Federation,1,False
Faroe Islands,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2170,27972,26357,91,10,10,10,10,10,9,7,0.71,27972,0.94,Brazil,27,False
Micronesia,Type G0,Plasma,ThetaBase Services,1,4,moderate,1,True,False,2690,21240,2526,100,10,10,10,10,10,10,1,0.13,21240,0.94,Niger,130,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,7422,45111,18757,100,10,10,8,10,8,8,1,0.65,45111,1,Sao Tome and Principe,420,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,9528,45111,27259,100,10,10,10,10,10,10,1,0.38,45111,1,Sao Tome and Principe,420,False
Faroe Islands,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1780,42606,14137,87,10,8,10,10,10,8,6,1.07,42606,1,Micronesia,1,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,2599,27774,53687,80,9,10,8,8,10,8,2,0.37,27774,0.78,Vietnam,15,False
Costa Rica,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1195,48649,55284,100,10,10,10,10,10,10,2,0.19,48649,1,Kiribati,2,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,0,3,strict,1,True,False,2157,28047,4544,100,10,10,10,10,10,10,1,0.14,28047,1,Uzbekistan,4,False
Malta,Type V5,Quantum,ThetaBase Services,1,5,flexible,4,True,False,1455,38873,52175,76,8,7,9,9,9,8,18,1.73,38873,1,Mauritania,4,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,True,False,2456,21240,19322,80,9,8,10,9,9,8,7,0.73,21240,0.94,Niger,130,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,True,False,2456,21240,22575,60,5,7,8,5,8,6,3,0.31,21240,0.94,Niger,130,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,True,False,2456,21240,17061,80,8,10,6,6,10,8,1,0.15,21240,0.94,Niger,130,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,True,False,2456,21240,26893,100,10,10,10,10,10,10,1,0.11,21240,0.94,Niger,130,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,True,False,2456,21240,65482,100,10,10,10,10,10,10,1,1,21240,0.94,Niger,130,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,4,moderate,1,True,False,2456,21240,60100,85,9,9,9,9,9,8,4,0.62,21240,0.94,Niger,130,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,2079,27774,74485,71,8,8,7,7,8,7,7,0.84,27774,0.78,Vietnam,15,False
Rwanda,Type X3,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1416,46099,26943,76,8,6,9,9,9,8,38,3.8,46099,0.98,Uzbekistan,28,False
Barbados,Type V5,Plasma,ThetaBase Services,0,2,strict,1,True,False,1923,27774,73453,60,7,7,7,6,9,5,3,0.3,27774,0.78,Vietnam,15,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,4770,18077,61605,100,10,10,10,10,10,9,5,0.74,18077,1,Sao Tome and Principe,139,False
United Kingdom,Type V2,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1325,42506,61707,84,9,8,10,10,9,8,10,1.13,42506,1,Denmark,1,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2,7,strict,2,False,False,2677,30435,67357,89,9,10,10,10,9,9,14,1.45,30435,0.99,Cape Verde,41,False
Gambia,Type F5,Quantum,ThetaBase Services,1,2,moderate,0,False,False,1286,9923,22276,96,10,10,10,10,9,10,18,1.79,9923,1,Gambia,2,False
Barbados,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1494,23143,51894,93,10,9,10,10,10,10,6,2.61,23143,0.65,Bouvet Island (Bouvetoya),14,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1390,48599,8225,90,10,9,9,9,10,9,2,0.2,48599,1,Malawi,3,False
Malta,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,2170,39405,10051,100,10,10,8,10,10,10,1,0.44,39405,1,United Kingdom,1,False
Nicaragua,Type V5,Plasma,ThetaBase Services,3,7,flexible,5,True,False,4640,33725,34756,88,9,9,10,10,10,9,10,1.55,33725,0.8,Slovakia (Slovak Republic),1,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,1,True,False,2729,35170,66070,92,9,10,10,9,10,9,41,4.01,35170,1,Vietnam,5,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1,3,moderate,2,True,False,2755,32611,49970,99,10,10,10,10,10,10,15,2.51,32611,1,Ecuador,1,False
Rwanda,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2170,27070,63812,93,10,9,10,10,10,9,24,2.5,27070,1,Uzbekistan,2,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2040,28828,22814,100,10,10,10,10,10,10,12,1.2,28828,1,Isle of Man,198,True
Pakistan,Type F5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1195,22939,44836,98,10,10,10,10,10,10,19,1.87,22939,1,Cocos (Keeling) Islands,1,False
Rwanda,Type G0,Plasma,ThetaBase Services,1,3,strict,1,True,False,2950,2743,14427,100,10,10,10,10,10,10,3,1.07,2743,0.97,China,23,False
Rwanda,Type G0,Plasma,ThetaBase Services,2,5,strict,2,True,False,3340,2743,41330,100,10,10,10,10,10,10,2,0.27,2743,0.97,China,23,False
Micronesia,Type G0,Plasma,ThetaBase Services,1,2,strict,1,True,False,3860,2743,24126,87,8,10,10,8,10,7,3,0.41,2743,0.97,China,23,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,False,False,2430,24285,23334,98,10,10,10,10,9,10,11,1.31,24285,1,Bouvet Island (Bouvetoya),1,False
Malta,Type F5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2950,18077,52929,100,10,8,10,10,10,10,1,0.24,18077,1,Sao Tome and Principe,139,False
Barbados,Type G0,Plasma,ThetaBase Services,2,5,strict,2,False,False,4250,2743,43116,100,10,10,10,10,9,10,7,1.84,2743,0.97,China,23,False
United Kingdom,Type O3,Quantum,ThetaBase Services,1,1,flexible,1,True,False,1195,15751,16874,94,9,9,9,10,9,9,10,1.35,15751,1,Tanzania,1,False
Micronesia,Type V2,Plasma,ThetaBase Services,3,7,strict,3,True,False,6785,19958,65990,77,8,9,10,10,10,8,6,0.74,19958,1,Congo,40,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,False,False,2430,28828,36765,91,9,9,10,10,9,9,13,1.98,28828,1,Isle of Man,198,True
Barbados,Type V5,Plasma,ThetaBase Services,2,5,strict,3,False,False,1910,23143,28516,84,8,9,10,10,10,9,10,1.02,23143,0.65,Bouvet Island (Bouvetoya),14,False
Micronesia,Type G0,Plasma,ThetaBase Services,0,2,moderate,1,True,False,2170,21240,39425,100,10,10,10,10,10,10,3,1.18,21240,0.94,Niger,130,False
Micronesia,Type G0,Plasma,ThetaBase Services,1,4,moderate,1,True,False,2430,21240,60256,80,9,9,7,8,9,8,3,0.61,21240,0.94,Niger,130,False
Niue,Type V5,Plasma,ThetaBase Services,1,4,flexible,2,False,False,1754,22231,67197,100,10,10,10,10,9,9,3,1.07,22231,1,Guinea,2,False
Estonia,Type V5,Plasma,ThetaBase Services,1,4,moderate,2,False,False,1715,6471,5125,95,10,10,10,10,9,10,17,1.87,6471,1,Zimbabwe,1,True
Micronesia,Type G0,Plasma,ThetaBase Services,2,6,moderate,2,True,False,3275,21240,47618,93,10,10,10,8,10,9,9,0.94,21240,0.94,Niger,130,False
Barbados,Type V5,Plasma,ThetaBase Services,4,10,strict,5,False,False,5420,43540,46613,100,10,10,10,10,10,10,1,0.16,43540,0.72,Bosnia and Herzegovina,25,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,2066,27774,84,83,9,10,8,7,10,8,6,0.75,27774,0.78,Vietnam,15,False
Barbados,Type A7,Quantum,ThetaBase Services,1,2,flexible,1,True,False,2157,8103,36806,93,10,10,10,10,10,9,77,8.46,8103,1,Tonga,1,False
Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1845,1908,21598,100,10,10,10,10,9,10,5,1.85,1908,1,Sao Tome and Principe,2,True
Russian Federation,Type V2,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1299,17969,68927,96,10,10,10,10,10,10,22,3.01,17969,1,Russian Federation,1,False
Barbados,Type V2,Quantum,ThetaBase Services,1,2,flexible,1,False,False,2170,36407,55306,99,10,10,10,10,10,10,36,3.5,36407,1,Uganda,2,True
Barbados,Type V2,Quantum,ThetaBase Services,1,2,flexible,1,False,False,2170,36407,20998,100,10,10,10,10,10,10,18,1.79,36407,1,Uganda,2,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,1,moderate,1,False,False,1299,8595,28980,100,10,10,10,10,10,10,14,1.45,8595,1,Lebanon,3,True
Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1975,4846,26203,99,10,10,10,10,10,9,15,1.61,4846,1,Isle of Man,1,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,1455,31281,76744,100,10,10,10,10,10,10,4,0.42,31281,1,Nauru,1,False
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,1,strict,1,False,False,1390,47858,42414,93,9,9,9,9,9,9,4,0.49,47858,1,Sao Tome and Principe,1,False
